#node time(s) x y
0 42.168 25.709 397.175
1 42.169 157.825 353.540
2 42.170 331.468 230.833
0 42.179 26.118 396.263
1 42.180 157.057 354.180
2 42.181 332.069 231.632
0 42.190 26.528 395.350
1 42.191 156.288 354.819
2 42.192 332.670 232.431
0 42.201 26.937 394.438
1 42.202 155.519 355.459
2 42.203 333.271 233.231
0 42.212 27.346 393.526
1 42.214 154.750 356.098
2 42.215 333.872 234.030
0 42.223 27.755 392.613
1 42.225 153.982 356.738
2 42.226 334.473 234.829
0 42.235 28.164 391.701
1 42.236 153.213 357.377
2 42.237 335.074 235.629
0 42.246 28.574 390.788
1 42.247 152.444 358.017
2 42.248 335.675 236.428
0 42.257 28.983 389.876
1 42.258 151.675 358.656
2 42.259 336.276 237.227
0 42.268 29.392 388.963
1 42.269 150.907 359.296
2 42.270 336.877 238.026
0 42.279 29.801 388.051
1 42.280 150.138 359.935
2 42.281 337.478 238.826
0 42.290 30.211 387.139
1 42.291 149.369 360.575
2 42.292 338.079 239.625
0 42.301 30.620 386.226
1 42.302 148.600 361.214
2 42.303 338.680 240.424
0 42.312 31.029 385.314
1 42.313 147.831 361.854
2 42.315 339.280 241.224
0 42.323 31.438 384.401
1 42.325 147.063 362.493
2 42.326 339.881 242.023
0 42.334 31.847 383.489
1 42.335 146.294 363.133
2 42.336 340.482 242.822
0 42.345 32.257 382.576
1 42.346 145.525 363.772
2 42.347 341.083 243.621
0 42.356 32.666 381.664
1 42.357 144.756 364.412
2 42.358 341.684 244.421
0 42.367 33.075 380.751
1 42.368 143.988 365.052
2 42.369 342.285 245.220
0 42.378 33.484 379.839
1 42.379 143.219 365.691
2 42.380 342.886 246.019
0 42.390 33.893 378.927
1 42.391 142.450 366.331
2 42.391 343.487 246.819
0 42.400 34.303 378.014
1 42.401 141.681 366.970
2 42.402 344.088 247.618
0 42.411 34.712 377.102
1 42.412 140.913 367.610
2 42.414 344.689 248.417
0 42.422 35.121 376.189
1 42.424 140.144 368.249
2 42.425 345.290 249.216
0 42.433 35.530 375.277
1 42.434 139.375 368.889
2 42.435 345.891 250.016
0 42.444 35.940 374.364
1 42.445 138.606 369.528
2 42.446 346.492 250.815
0 42.454 36.349 373.452
1 42.455 137.837 370.168
2 42.456 347.093 251.614
0 42.465 36.758 372.540
1 42.466 137.069 370.807
2 42.467 347.694 252.414
0 42.476 37.167 371.627
1 42.477 136.300 371.447
2 42.478 348.295 253.213
0 42.487 37.576 370.715
1 42.488 135.531 372.086
2 42.489 348.896 254.012
0 42.498 37.986 369.802
1 42.499 134.762 372.726
2 42.499 349.497 254.812
0 42.508 38.395 368.890
1 42.509 133.994 373.365
2 42.512 350.097 255.611
0 42.521 38.804 367.977
1 42.522 133.225 374.005
2 42.524 350.698 256.410
0 42.533 39.213 367.065
1 42.534 132.456 374.644
2 42.536 351.299 257.209
0 42.545 39.622 366.152
1 42.547 131.687 375.284
2 42.548 351.900 258.009
0 42.557 40.032 365.240
1 42.559 130.919 375.923
2 42.560 352.501 258.808
0 42.570 40.441 364.328
1 42.571 130.150 376.563
2 42.572 353.102 259.607
0 42.581 40.850 363.415
1 42.582 129.381 377.202
2 42.584 353.703 260.407
0 42.593 41.259 362.503
1 42.595 128.612 377.842
2 42.596 354.304 261.206
0 42.605 41.669 361.590
1 42.607 127.843 378.482
2 42.608 354.905 262.005
0 42.618 42.078 360.678
1 42.619 127.075 379.121
2 42.620 355.506 262.804
0 42.629 42.487 359.765
1 42.631 126.306 379.761
2 42.632 356.107 263.604
0 42.640 42.896 358.853
1 42.642 125.537 380.400
2 42.643 356.708 264.403
0 42.652 43.305 357.941
1 42.654 124.768 381.040
2 42.655 357.309 265.202
0 42.665 43.715 357.028
1 42.666 124.000 381.679
2 42.668 357.910 266.002
0 42.677 44.124 356.116
1 42.678 123.231 382.319
2 42.680 358.511 266.801
0 42.690 44.533 355.203
1 42.691 122.462 382.958
2 42.692 359.112 267.600
0 42.701 44.942 354.291
1 42.702 121.693 383.598
2 42.703 359.713 268.399
0 42.712 45.351 353.378
1 42.714 120.924 384.237
2 42.715 360.314 269.199
0 42.725 45.761 352.466
1 42.726 120.156 384.877
2 42.728 360.914 269.998
0 42.737 46.170 351.553
1 42.738 119.387 385.516
2 42.739 361.515 270.797
0 42.748 46.579 350.641
1 42.749 118.618 386.156
2 42.750 362.116 271.597
0 42.759 46.988 349.729
1 42.761 117.849 386.795
2 42.762 362.717 272.396
0 42.771 47.398 348.816
1 42.772 117.081 387.435
2 42.773 363.318 273.195
0 42.782 47.807 347.904
1 42.783 116.312 388.074
2 42.784 363.919 273.995
0 42.793 48.216 346.991
1 42.795 115.543 388.714
2 42.795 364.520 274.794
0 42.804 48.625 346.079
1 42.805 114.774 389.353
2 42.806 365.121 275.593
0 42.815 49.034 345.166
1 42.816 114.006 389.993
2 42.817 365.722 276.392
0 42.826 49.444 344.254
1 42.827 113.237 390.632
2 42.828 366.323 277.192
0 42.837 49.853 343.342
1 42.838 112.468 391.272
2 42.839 366.924 277.991
0 42.849 50.262 342.429
1 42.850 111.699 391.912
2 42.851 367.525 278.790
0 42.860 50.671 341.517
1 42.861 110.930 392.551
2 42.862 368.126 279.590
0 42.871 51.081 340.604
1 42.872 110.162 393.191
2 42.873 368.727 280.389
0 42.883 51.490 339.692
1 42.884 109.393 393.830
2 42.885 369.328 281.188
0 42.893 51.899 338.779
1 42.894 108.624 394.470
2 42.895 369.929 281.987
0 42.904 52.308 337.867
1 42.905 107.855 395.109
2 42.906 370.530 282.787
0 42.915 52.717 336.954
1 42.917 107.087 395.749
2 42.918 371.131 283.586
0 42.926 53.127 336.042
1 42.927 106.318 396.388
2 42.928 371.731 284.385
0 42.937 53.536 335.130
1 42.938 105.549 397.028
2 42.939 372.332 285.185
0 42.947 53.945 334.217
1 42.949 104.780 397.667
2 42.950 372.933 285.984
0 42.959 54.354 333.305
1 42.960 104.012 398.307
2 42.961 373.534 286.783
0 42.970 54.763 332.392
1 42.971 103.243 398.946
2 42.972 374.135 287.582
0 42.981 55.173 331.480
1 42.982 102.474 399.586
2 42.983 374.736 288.382
0 42.991 55.582 330.567
1 42.993 101.705 400.225
2 42.994 375.337 289.181
0 43.002 55.991 329.655
1 43.003 100.936 400.865
2 43.004 375.938 289.980
0 43.013 56.400 328.743
1 43.014 100.168 401.504
2 43.015 376.539 290.780
0 43.024 56.810 327.830
1 43.025 99.399 402.144
2 43.027 377.140 291.579
0 43.036 57.219 326.918
1 43.037 98.630 402.783
2 43.038 377.741 292.378
0 43.046 57.628 326.005
1 43.048 97.861 403.423
2 43.049 378.342 293.178
0 43.058 58.037 325.093
1 43.059 97.093 404.063
2 43.060 378.943 293.977
0 43.069 58.446 324.180
1 43.070 96.324 404.702
2 43.071 379.544 294.776
0 43.080 58.856 323.268
1 43.081 95.555 405.342
2 43.082 380.145 295.575
0 43.091 59.265 322.355
1 43.092 94.786 405.981
2 43.093 380.746 296.375
0 43.102 59.674 321.443
1 43.104 94.018 406.621
2 43.104 381.347 297.174
0 43.113 60.083 320.531
1 43.114 93.249 407.260
2 43.115 381.947 297.973
0 43.123 60.492 319.618
1 43.125 92.480 407.900
2 43.126 382.548 298.773
0 43.134 60.902 318.706
1 43.135 91.711 408.539
2 43.137 383.149 299.572
0 43.146 61.311 317.793
1 43.147 90.942 409.179
2 43.148 383.750 300.371
0 43.157 61.720 316.881
1 43.158 90.174 409.818
2 43.159 384.351 301.170
0 43.168 62.129 315.968
1 43.169 89.405 410.458
2 43.170 384.952 301.970
0 43.179 62.539 315.056
1 43.180 88.636 411.097
2 43.181 385.553 302.769
0 43.190 62.948 314.143
1 43.191 87.867 411.737
2 43.192 386.154 303.568
0 43.202 63.357 313.231
1 43.203 87.099 412.376
2 43.204 386.755 304.368
0 43.213 63.766 312.319
1 43.214 86.330 413.016
2 43.215 387.356 305.167
0 43.224 64.175 311.406
1 43.225 85.561 413.655
2 43.226 387.957 305.966
0 43.235 64.585 310.494
1 43.236 84.792 414.295
2 43.237 388.558 306.765
0 43.245 64.994 309.581
1 43.246 84.024 414.934
2 43.247 389.159 307.565
0 43.256 65.403 308.669
1 43.257 83.255 415.574
2 43.258 389.760 308.364
0 43.267 65.812 307.756
1 43.268 82.486 416.213
2 43.269 390.361 309.163
0 43.278 66.221 306.844
1 43.279 81.717 416.853
2 43.280 390.962 309.963
0 43.289 66.631 305.932
1 43.291 80.948 417.493
2 43.292 391.563 310.762
0 43.300 67.040 305.019
1 43.301 80.180 418.132
2 43.302 392.164 311.561
0 43.311 67.449 304.107
1 43.312 79.411 418.772
2 43.313 392.764 312.361
0 43.322 67.858 303.194
1 43.323 78.642 419.411
2 43.324 393.365 313.160
0 43.334 68.268 302.282
1 43.335 77.873 420.051
2 43.336 393.966 313.959
0 43.344 68.677 301.369
1 43.345 77.105 420.690
2 43.346 394.567 314.758
0 43.356 69.086 300.457
1 43.357 76.336 421.330
2 43.358 395.168 315.558
0 43.367 69.495 299.544
1 43.368 75.567 421.969
2 43.369 395.769 316.357
0 43.378 69.904 298.632
1 43.379 74.798 422.609
2 43.380 396.370 317.156
0 43.390 70.314 297.720
1 43.391 74.029 423.248
2 43.392 396.971 317.956
0 43.401 70.723 296.807
1 43.402 73.261 423.888
2 43.403 397.572 318.755
0 43.412 71.132 295.895
1 43.414 72.492 424.527
2 43.415 398.173 319.554
0 43.424 71.541 294.982
1 43.425 71.723 425.167
2 43.426 398.774 320.353
0 43.434 71.950 294.070
1 43.435 70.954 425.806
2 43.436 399.375 321.153
0 43.445 72.360 293.157
1 43.446 70.186 426.446
2 43.447 399.976 321.952
0 43.456 72.769 292.245
1 43.458 69.417 427.085
2 43.459 400.577 322.751
0 43.467 73.178 291.333
1 43.468 68.648 427.725
2 43.469 401.178 323.551
0 43.478 73.587 290.420
1 43.479 67.879 428.364
2 43.480 401.779 324.350
0 43.489 73.997 289.508
1 43.490 67.111 429.004
2 43.491 402.380 325.149
0 43.501 74.406 288.595
1 43.502 66.342 429.643
2 43.503 402.981 325.948
0 43.512 74.815 287.683
1 43.513 65.573 430.283
2 43.514 403.581 326.748
0 43.523 75.224 286.770
1 43.525 64.804 430.923
2 43.526 404.182 327.547
0 43.534 75.633 285.858
1 43.535 64.035 431.562
2 43.536 404.783 328.346
0 43.546 76.043 284.945
1 43.547 63.267 432.202
2 43.548 405.384 329.146
0 43.556 76.452 284.033
1 43.557 62.498 432.841
2 43.558 405.985 329.945
0 43.567 76.861 283.121
1 43.568 61.729 433.481
2 43.570 406.586 330.744
0 43.578 77.270 282.208
1 43.580 60.960 434.120
2 43.581 407.187 331.543
0 43.590 77.679 281.296
1 43.591 60.192 434.760
2 43.592 407.788 332.343
0 43.601 78.089 280.383
1 43.602 59.423 435.399
2 43.603 408.389 333.142
0 43.612 78.498 279.471
1 43.613 58.654 436.039
2 43.614 408.990 333.941
0 43.623 78.907 278.558
1 43.624 57.885 436.678
2 43.625 409.591 334.741
0 43.634 79.316 277.646
1 43.636 57.117 437.318
2 43.637 410.192 335.540
0 43.646 79.726 276.734
1 43.647 56.348 437.957
2 43.648 410.793 336.339
0 43.657 80.135 275.821
1 43.658 55.579 438.597
2 43.659 411.394 337.139
0 43.667 80.544 274.909
1 43.669 54.810 439.236
2 43.669 411.995 337.938
0 43.678 80.953 273.996
1 43.679 54.041 439.876
2 43.680 412.596 338.737
0 43.689 81.362 273.084
1 43.690 53.273 440.515
2 43.691 413.197 339.536
0 43.700 81.772 272.171
1 43.702 52.504 441.155
2 43.703 413.798 340.336
0 43.712 82.181 271.259
1 43.713 51.735 441.794
2 43.714 414.398 341.135
0 43.722 82.590 270.346
1 43.723 50.966 442.434
2 43.724 414.999 341.934
0 43.733 82.999 269.434
1 43.734 50.198 443.074
2 43.735 415.600 342.734
0 43.745 83.408 268.522
1 43.746 49.429 443.713
2 43.748 416.201 343.533
0 43.757 83.818 267.609
1 43.759 48.660 444.353
2 43.760 416.802 344.332
0 43.770 84.227 266.697
1 43.771 47.891 444.992
2 43.772 417.403 345.131
0 43.782 84.636 265.784
1 43.783 47.123 445.632
2 43.784 418.004 345.931
0 43.794 85.045 264.872
1 43.796 46.354 446.271
2 43.797 418.605 346.730
0 43.806 85.455 263.959
1 43.807 45.585 446.911
2 43.808 419.206 347.529
0 43.818 85.864 263.047
1 43.819 44.816 447.550
2 43.821 419.807 348.329
0 43.830 86.273 262.135
1 43.832 44.047 448.190
2 43.833 420.408 349.128
0 43.843 86.682 261.222
1 43.844 43.279 448.829
2 43.846 421.009 349.927
0 43.855 87.091 260.310
1 43.856 42.510 449.469
2 43.858 421.610 350.726
0 43.867 87.501 259.397
1 43.868 41.741 450.108
2 43.869 422.211 351.526
0 43.879 87.910 258.485
1 43.880 40.972 450.748
2 43.882 422.812 352.325
0 43.891 88.319 257.572
1 43.893 40.204 451.387
2 43.894 423.413 353.124
0 43.904 88.728 256.660
1 43.905 39.435 452.027
2 43.907 424.014 353.924
0 43.916 89.137 255.747
1 43.917 38.666 452.666
2 43.919 424.615 354.723
0 43.927 89.547 254.835
1 43.929 37.897 453.306
2 43.930 425.215 355.522
0 43.939 89.956 253.923
1 43.940 37.129 453.945
2 43.942 425.816 356.322
0 43.951 90.365 253.010
1 43.953 36.360 454.585
2 43.954 426.417 357.121
0 43.964 90.774 252.098
1 43.966 35.591 455.224
2 43.967 427.018 357.920
0 43.977 91.184 251.185
1 43.979 34.822 455.864
2 43.980 427.619 358.719
0 43.989 91.593 250.273
1 43.991 34.053 456.504
2 43.992 428.220 359.519
0 44.002 92.002 249.360
1 44.003 33.285 457.143
2 44.004 428.821 360.318
0 44.013 92.411 248.448
1 44.015 32.516 457.783
2 44.016 429.422 361.117
0 44.026 92.820 247.536
1 44.027 31.747 458.422
2 44.029 430.023 361.917
0 44.039 93.230 246.623
1 44.040 30.978 459.062
2 44.041 430.624 362.716
0 44.051 93.639 245.711
1 44.053 30.210 459.701
2 44.054 431.225 363.515
0 44.063 94.048 244.798
1 44.064 29.441 460.341
2 44.066 431.826 364.314
0 44.075 94.457 243.886
1 44.076 28.672 460.980
2 44.078 432.427 365.114
0 44.087 94.866 242.973
1 44.088 27.903 461.620
2 44.090 433.028 365.913
0 44.099 95.276 242.061
1 44.100 27.134 462.259
2 44.102 433.629 366.712
0 44.111 95.685 241.148
1 44.112 26.366 462.899
2 44.113 434.230 367.512
0 44.122 96.094 240.236
1 44.123 25.597 463.538
2 44.124 434.831 368.311
0 44.133 96.503 239.324
1 44.134 24.828 464.178
2 44.136 435.431 369.110
0 44.145 96.913 238.411
1 44.146 24.059 464.817
2 44.148 436.032 369.909
0 44.157 97.322 237.499
1 44.159 23.291 465.457
2 44.160 436.633 370.709
0 44.169 97.731 236.586
1 44.170 22.522 466.096
2 44.171 437.234 371.508
0 44.180 98.140 235.674
1 44.181 21.753 466.736
2 44.182 437.835 372.307
0 44.191 98.549 234.761
1 44.192 20.984 467.375
2 44.193 438.436 373.107
0 44.202 98.959 233.849
1 44.203 20.216 468.015
2 44.205 439.037 373.906
0 44.213 99.368 232.937
1 44.215 19.447 468.654
2 44.216 439.638 374.705
0 44.224 99.777 232.024
1 44.225 18.678 469.294
2 44.226 440.239 375.505
0 44.235 100.186 231.112
1 44.237 17.909 469.934
2 44.237 440.840 376.304
0 44.246 100.596 230.199
1 44.247 17.140 470.573
2 44.248 441.441 377.103
0 44.257 101.005 229.287
1 44.259 16.372 471.213
2 44.260 442.042 377.902
0 44.268 101.414 228.374
1 44.269 15.603 471.852
2 44.270 442.643 378.702
0 44.279 101.823 227.462
1 44.280 14.834 472.492
2 44.281 443.244 379.501
0 44.290 102.232 226.549
1 44.291 14.065 473.131
2 44.292 443.845 380.300
0 44.301 102.642 225.637
1 44.302 13.297 473.771
2 44.303 444.446 381.100
0 44.311 103.051 224.725
1 44.313 12.528 474.410
2 44.314 445.047 381.899
0 44.322 103.460 223.812
1 44.323 11.759 475.050
2 44.324 445.648 382.698
0 44.333 103.869 222.900
1 44.334 10.990 475.689
2 44.336 446.248 383.497
0 44.345 104.278 221.987
1 44.346 10.222 476.329
2 44.347 446.849 384.297
0 44.356 104.688 221.075
1 44.357 9.453 476.968
2 44.358 447.450 385.096
0 44.366 105.097 220.162
1 44.367 8.684 477.608
2 44.368 448.051 385.895
0 44.377 105.506 219.250
1 44.378 7.915 478.247
2 44.379 448.652 386.695
0 44.388 105.915 218.337
1 44.389 7.146 478.887
2 44.390 449.253 387.494
0 44.399 106.325 217.425
1 44.400 6.378 479.526
2 44.401 449.854 388.293
0 44.411 106.734 216.513
1 44.412 5.609 480.166
2 44.413 450.455 389.092
0 44.422 107.143 215.600
1 44.423 4.840 480.805
2 44.424 451.056 389.892
0 44.433 107.552 214.688
1 44.452 4.840 480.805
2 44.453 451.657 390.691
0 44.461 107.961 213.775
1 44.463 5.484 480.040
2 44.465 452.258 391.490
0 44.473 108.371 212.863
1 44.474 6.127 479.275
2 44.475 452.859 392.290
0 44.484 108.780 211.950
1 44.485 6.771 478.509
2 44.486 453.460 393.089
0 44.495 109.189 211.038
1 44.497 7.414 477.744
2 44.498 454.061 393.888
0 44.518 109.189 211.038
1 44.519 8.058 476.978
2 44.521 454.662 394.688
0 44.529 108.294 210.591
1 44.530 8.701 476.213
2 44.531 455.263 395.487
0 44.540 107.400 210.145
1 44.541 9.345 475.448
2 44.542 455.864 396.286
0 44.551 106.505 209.698
1 44.552 9.989 474.682
2 44.553 456.465 397.085
0 44.562 105.610 209.251
1 44.563 10.632 473.917
2 44.564 457.065 397.885
0 44.574 104.716 208.805
1 44.575 11.276 473.151
2 44.576 457.666 398.684
0 44.584 103.821 208.358
1 44.585 11.919 472.386
2 44.586 458.267 399.483
0 44.595 102.926 207.911
1 44.596 12.563 471.621
2 44.597 458.868 400.283
0 44.607 102.031 207.465
1 44.608 13.206 470.855
2 44.609 459.469 401.082
0 44.618 101.137 207.018
1 44.619 13.850 470.090
2 44.620 460.070 401.881
0 44.629 100.242 206.571
1 44.630 14.493 469.324
2 44.631 460.671 402.680
0 44.639 99.347 206.125
1 44.641 15.137 468.559
2 44.642 461.272 403.480
0 44.651 98.453 205.678
1 44.653 15.781 467.794
2 44.654 461.873 404.279
0 44.663 97.558 205.231
1 44.665 16.424 467.028
2 44.666 462.474 405.078
0 44.676 96.663 204.785
1 44.677 17.068 466.263
2 44.679 463.075 405.878
0 44.688 95.769 204.338
1 44.689 17.711 465.497
2 44.691 463.676 406.677
0 44.700 94.874 203.891
1 44.701 18.355 464.732
2 44.703 464.277 407.476
0 44.712 93.979 203.445
1 44.713 18.998 463.967
2 44.715 464.878 408.275
0 44.724 93.084 202.998
1 44.725 19.642 463.201
2 44.727 465.479 409.075
0 44.736 92.190 202.551
1 44.738 20.285 462.436
2 44.739 466.080 409.874
0 44.748 91.295 202.105
1 44.750 20.929 461.670
2 44.751 466.681 410.673
0 44.761 90.400 201.658
1 44.762 21.573 460.905
2 44.763 467.282 411.473
0 44.771 89.506 201.211
1 44.772 22.216 460.140
2 44.774 467.882 412.272
0 44.783 88.611 200.765
1 44.785 22.860 459.374
2 44.786 468.483 413.071
0 44.796 87.716 200.318
1 44.797 23.503 458.609
2 44.799 469.084 413.870
0 44.808 86.822 199.871
1 44.809 24.147 457.843
2 44.811 469.685 414.670
0 44.820 85.927 199.425
1 44.821 24.790 457.078
2 44.823 470.286 415.469
0 44.831 85.032 198.978
1 44.832 25.434 456.313
2 44.833 470.887 416.268
0 44.842 84.137 198.531
1 44.844 26.077 455.547
2 44.845 471.488 417.068
0 44.854 83.243 198.085
1 44.855 26.721 454.782
2 44.856 472.089 417.867
0 44.865 82.348 197.638
1 44.866 27.365 454.016
2 44.868 472.690 418.666
0 44.876 81.453 197.191
1 44.877 28.008 453.251
2 44.878 473.291 419.466
0 44.887 80.559 196.745
1 44.888 28.652 452.486
2 44.889 473.892 420.265
0 44.898 79.664 196.298
1 44.900 29.295 451.720
2 44.901 474.493 421.064
0 44.911 78.769 195.851
1 44.912 29.939 450.955
2 44.914 475.094 421.863
0 44.923 77.875 195.405
1 44.925 30.582 450.189
2 44.926 475.695 422.663
0 44.935 76.980 194.958
1 44.937 31.226 449.424
2 44.938 476.296 423.462
0 44.946 76.085 194.511
1 44.947 31.869 448.659
2 44.948 476.897 424.261
0 44.956 75.190 194.065
1 44.958 32.513 447.893
2 44.959 477.498 425.061
0 44.968 74.296 193.618
1 44.969 33.157 447.128
2 44.970 478.098 425.860
0 44.979 73.401 193.171
1 44.980 33.800 446.362
2 44.981 478.699 426.659
0 44.991 72.506 192.725
1 44.992 34.444 445.597
2 44.993 479.300 427.458
0 45.002 71.612 192.278
1 45.003 35.087 444.832
2 45.004 479.901 428.258
0 45.013 70.717 191.831
1 45.014 35.731 444.066
2 45.015 480.502 429.057
0 45.024 69.822 191.385
1 45.025 36.374 443.301
2 45.026 481.103 429.856
0 45.034 68.928 190.938
1 45.036 37.018 442.535
2 45.037 481.704 430.656
0 45.045 68.033 190.491
1 45.047 37.661 441.770
2 45.048 482.305 431.455
0 45.056 67.138 190.045
1 45.058 38.305 441.005
2 45.059 482.906 432.254
0 45.067 66.243 189.598
1 45.068 38.949 440.239
2 45.068 483.507 433.053
0 45.077 65.349 189.151
1 45.078 39.592 439.474
2 45.079 484.108 433.853
0 45.088 64.454 188.705
1 45.089 40.236 438.708
2 45.090 484.709 434.652
0 45.098 63.559 188.258
1 45.100 40.879 437.943
2 45.101 485.310 435.451
0 45.109 62.665 187.811
1 45.110 41.523 437.178
2 45.111 485.911 436.251
0 45.120 61.770 187.365
1 45.121 42.166 436.412
2 45.122 486.512 437.050
0 45.131 60.875 186.918
1 45.132 42.810 435.647
2 45.133 487.113 437.849
0 45.142 59.981 186.471
1 45.143 43.453 434.881
2 45.144 487.714 438.649
0 45.153 59.086 186.025
1 45.154 44.097 434.116
2 45.155 488.315 439.448
0 45.164 58.191 185.578
1 45.165 44.741 433.351
2 45.166 488.915 440.247
0 45.175 57.296 185.131
1 45.176 45.384 432.585
2 45.177 489.516 441.046
0 45.186 56.402 184.685
1 45.187 46.028 431.820
2 45.188 490.117 441.846
0 45.197 55.507 184.238
1 45.198 46.671 431.054
2 45.199 490.718 442.645
0 45.208 54.612 183.791
1 45.209 47.315 430.289
2 45.210 491.319 443.444
0 45.219 53.718 183.345
1 45.220 47.958 429.524
2 45.221 491.920 444.244
0 45.229 52.823 182.898
1 45.230 48.602 428.758
2 45.231 492.521 445.043
0 45.239 51.928 182.451
1 45.240 49.245 427.993
2 45.241 493.122 445.842
0 45.250 51.034 182.005
1 45.251 49.889 427.227
2 45.252 493.723 446.641
0 45.261 50.139 181.558
1 45.262 50.533 426.462
2 45.263 494.324 447.441
0 45.272 49.244 181.111
1 45.273 51.176 425.697
2 45.285 494.324 447.441
0 45.294 48.349 180.665
1 45.295 51.820 424.931
2 45.296 493.825 446.574
0 45.305 47.455 180.218
1 45.306 52.463 424.166
2 45.307 493.325 445.708
0 45.316 46.560 179.771
1 45.317 53.107 423.400
2 45.318 492.826 444.841
0 45.327 45.665 179.325
1 45.328 53.750 422.635
2 45.329 492.327 443.975
0 45.337 44.771 178.878
1 45.338 54.394 421.870
2 45.340 491.827 443.109
