#node time(s) x y
0 38.156 223.349 281.944
1 38.157 106.190 433.500
2 38.158 339.378 53.056
0 38.166 222.493 282.461
1 38.168 106.379 432.518
2 38.169 340.378 53.067
0 38.178 221.637 282.977
1 38.179 106.569 431.536
2 38.180 341.378 53.078
0 38.189 220.781 283.494
1 38.190 106.758 430.554
2 38.191 342.377 53.089
0 38.200 219.924 284.010
1 38.201 106.948 429.572
2 38.202 343.377 53.099
0 38.212 219.068 284.527
1 38.214 107.137 428.590
2 38.215 344.377 53.110
0 38.225 218.212 285.043
1 38.226 107.326 427.608
2 38.228 345.377 53.121
0 38.237 217.356 285.560
1 38.239 107.516 426.626
2 38.240 346.377 53.132
0 38.249 216.499 286.076
1 38.251 107.705 425.644
2 38.252 347.377 53.143
0 38.261 215.643 286.593
1 38.263 107.894 424.662
2 38.264 348.377 53.154
0 38.273 214.787 287.109
1 38.275 108.084 423.680
2 38.276 349.377 53.165
0 38.286 213.930 287.626
1 38.288 108.273 422.699
2 38.289 350.377 53.176
0 38.299 213.074 288.142
1 38.301 108.462 421.717
2 38.302 351.377 53.187
0 38.311 212.218 288.659
1 38.313 108.652 420.735
2 38.314 352.377 53.198
0 38.323 211.362 289.175
1 38.325 108.841 419.753
2 38.326 353.377 53.208
0 38.336 210.505 289.692
1 38.337 109.030 418.771
2 38.339 354.377 53.219
0 38.348 209.649 290.208
1 38.350 109.220 417.789
2 38.351 355.377 53.230
0 38.361 208.793 290.725
1 38.362 109.409 416.807
2 38.364 356.377 53.241
0 38.373 207.937 291.242
1 38.375 109.598 415.825
2 38.376 357.377 53.252
0 38.385 207.080 291.758
1 38.386 109.788 414.843
2 38.388 358.377 53.263
0 38.397 206.224 292.275
1 38.398 109.977 413.861
2 38.400 359.376 53.274
0 38.408 205.368 292.791
1 38.410 110.166 412.879
2 38.411 360.376 53.285
0 38.420 204.511 293.308
1 38.421 110.356 411.898
2 38.422 361.376 53.296
0 38.432 203.655 293.824
1 38.433 110.545 410.916
2 38.434 362.376 53.307
0 38.443 202.799 294.341
1 38.444 110.735 409.934
2 38.445 363.376 53.317
0 38.454 201.943 294.857
1 38.455 110.924 408.952
2 38.456 364.376 53.328
0 38.465 201.086 295.374
1 38.466 111.113 407.970
2 38.467 365.376 53.339
0 38.476 200.230 295.890
1 38.477 111.303 406.988
2 38.478 366.376 53.350
0 38.488 199.374 296.407
1 38.489 111.492 406.006
2 38.490 367.376 53.361
0 38.499 198.518 296.923
1 38.500 111.681 405.024
2 38.501 368.376 53.372
0 38.510 197.661 297.440
1 38.511 111.871 404.042
2 38.512 369.376 53.383
0 38.521 196.805 297.956
1 38.522 112.060 403.060
2 38.524 370.376 53.394
0 38.533 195.949 298.473
1 38.534 112.249 402.078
2 38.534 371.376 53.405
0 38.543 195.092 298.989
1 38.544 112.439 401.097
2 38.545 372.376 53.416
0 38.555 194.236 299.506
1 38.556 112.628 400.115
2 38.557 373.376 53.426
0 38.566 193.380 300.022
1 38.567 112.817 399.133
2 38.568 374.376 53.437
0 38.577 192.524 300.539
1 38.579 113.007 398.151
2 38.580 375.376 53.448
0 38.588 191.667 301.055
1 38.589 113.196 397.169
2 38.590 376.375 53.459
0 38.599 190.811 301.572
1 38.630 113.196 397.169
2 38.631 377.375 53.470
0 38.639 189.955 302.089
1 38.641 114.151 397.464
2 38.642 378.375 53.481
0 38.651 189.099 302.605
1 38.652 115.107 397.760
2 38.653 379.375 53.492
0 38.661 188.242 303.122
1 38.663 116.062 398.055
2 38.664 380.375 53.503
0 38.673 187.386 303.638
1 38.674 117.018 398.351
2 38.675 381.375 53.514
0 38.684 186.530 304.155
1 38.685 117.973 398.646
2 38.686 382.375 53.524
0 38.695 185.673 304.671
1 38.696 118.928 398.941
2 38.697 383.375 53.535
0 38.706 184.817 305.188
1 38.707 119.884 399.237
2 38.708 384.375 53.546
0 38.717 183.961 305.704
1 38.718 120.839 399.532
2 38.719 385.375 53.557
0 38.728 183.105 306.221
1 38.729 121.794 399.828
2 38.730 386.375 53.568
0 38.741 182.248 306.737
1 38.742 122.750 400.123
2 38.743 387.375 53.579
0 38.752 181.392 307.254
1 38.753 123.705 400.419
2 38.754 388.375 53.590
0 38.763 180.536 307.770
1 38.764 124.660 400.714
2 38.765 389.375 53.601
0 38.774 179.680 308.287
1 38.775 125.616 401.010
2 38.776 390.375 53.612
0 38.785 178.823 308.803
1 38.786 126.571 401.305
2 38.787 391.375 53.623
0 38.796 177.967 309.320
1 38.797 127.527 401.600
2 38.798 392.375 53.633
0 38.806 177.111 309.836
1 38.807 128.482 401.896
2 38.808 393.374 53.644
0 38.817 176.254 310.353
1 38.818 129.437 402.191
2 38.819 394.374 53.655
0 38.828 175.398 310.869
1 38.829 130.393 402.487
2 38.830 395.374 53.666
0 38.839 174.542 311.386
1 38.840 131.348 402.782
2 38.841 396.374 53.677
0 38.850 173.686 311.903
1 38.851 132.303 403.078
2 38.852 397.374 53.688
0 38.861 172.829 312.419
1 38.862 133.259 403.373
2 38.862 398.374 53.699
0 38.871 171.973 312.936
1 38.872 134.214 403.668
2 38.873 399.374 53.710
0 38.882 171.117 313.452
1 38.883 135.169 403.964
2 38.884 400.374 53.721
0 38.893 170.261 313.969
1 38.894 136.125 404.259
2 38.896 401.374 53.732
0 38.904 169.404 314.485
1 38.906 137.080 404.555
2 38.907 402.374 53.742
0 38.915 168.548 315.002
1 38.916 138.036 404.850
2 38.917 403.374 53.753
0 38.926 167.692 315.518
1 38.927 138.991 405.146
2 38.928 404.374 53.764
0 38.937 166.835 316.035
1 38.938 139.946 405.441
2 38.939 405.374 53.775
0 38.948 165.979 316.551
1 38.950 140.902 405.736
2 38.951 406.374 53.786
0 38.960 165.123 317.068
1 38.961 141.857 406.032
2 38.962 407.374 53.797
0 38.971 164.267 317.584
1 38.972 142.812 406.327
2 38.973 408.374 53.808
0 38.982 163.410 318.101
1 38.983 143.768 406.623
2 38.983 409.374 53.819
0 38.992 162.554 318.617
1 38.993 144.723 406.918
2 38.994 410.373 53.830
0 39.003 161.698 319.134
1 39.004 145.678 407.214
2 39.005 411.373 53.841
0 39.014 160.842 319.650
1 39.016 146.634 407.509
2 39.017 412.373 53.851
0 39.026 159.985 320.167
1 39.027 147.589 407.805
2 39.028 413.373 53.862
0 39.037 159.129 320.683
1 39.038 148.545 408.100
2 39.039 414.373 53.873
0 39.047 158.273 321.200
1 39.048 149.500 408.395
2 39.049 415.373 53.884
0 39.058 157.417 321.716
1 39.060 150.455 408.691
2 39.061 416.373 53.895
0 39.070 156.560 322.233
1 39.071 151.411 408.986
2 39.072 417.373 53.906
0 39.082 155.704 322.750
1 39.083 152.366 409.282
2 39.084 418.373 53.917
0 39.093 154.848 323.266
1 39.094 153.321 409.577
2 39.095 419.373 53.928
0 39.104 153.991 323.783
1 39.105 154.277 409.873
2 39.106 420.373 53.939
0 39.115 153.135 324.299
1 39.116 155.232 410.168
2 39.117 421.373 53.950
0 39.126 152.279 324.816
1 39.127 156.187 410.463
2 39.161 421.373 53.950
0 39.170 151.423 325.332
1 39.171 157.143 410.759
2 39.172 420.636 54.625
0 39.181 150.566 325.849
1 39.182 158.098 411.054
2 39.183 419.898 55.301
0 39.215 150.566 325.849
1 39.216 159.053 411.350
2 39.216 419.161 55.976
0 39.225 149.795 326.485
1 39.226 160.009 411.645
2 39.227 418.424 56.652
0 39.237 149.023 327.121
1 39.237 160.964 411.941
2 39.238 417.686 57.328
0 39.247 148.252 327.757
1 39.248 161.920 412.236
2 39.249 416.949 58.003
0 39.258 147.480 328.393
1 39.259 162.875 412.531
2 39.260 416.212 58.679
0 39.269 146.709 329.030
1 39.270 163.830 412.827
2 39.271 415.475 59.354
0 39.281 145.937 329.666
1 39.282 164.786 413.122
2 39.283 414.737 60.030
0 39.292 145.166 330.302
1 39.293 165.741 413.418
2 39.294 414.000 60.706
0 39.304 144.394 330.938
1 39.305 166.696 413.713
2 39.305 413.263 61.381
0 39.314 143.622 331.574
1 39.315 167.652 414.009
2 39.316 412.526 62.057
0 39.325 142.851 332.211
1 39.326 168.607 414.304
2 39.327 411.788 62.732
0 39.336 142.079 332.847
1 39.337 169.562 414.600
2 39.338 411.051 63.408
0 39.347 141.308 333.483
1 39.348 170.518 414.895
2 39.349 410.314 64.084
0 39.358 140.536 334.119
1 39.359 171.473 415.190
2 39.360 409.577 64.759
0 39.369 139.765 334.755
1 39.370 172.429 415.486
2 39.371 408.839 65.435
0 39.380 138.993 335.391
1 39.381 173.384 415.781
2 39.382 408.102 66.110
0 39.391 138.222 336.028
1 39.393 174.339 416.077
2 39.394 407.365 66.786
0 39.403 137.450 336.664
1 39.404 175.295 416.372
2 39.405 406.627 67.462
0 39.414 136.679 337.300
1 39.415 176.250 416.668
2 39.416 405.890 68.137
0 39.425 135.907 337.936
1 39.426 177.205 416.963
2 39.427 405.153 68.813
0 39.435 135.136 338.572
1 39.437 178.161 417.258
2 39.438 404.416 69.488
0 39.447 134.364 339.209
1 39.448 179.116 417.554
2 39.449 403.678 70.164
0 39.458 133.592 339.845
1 39.459 180.071 417.849
2 39.460 402.941 70.840
0 39.469 132.821 340.481
1 39.471 181.027 418.145
2 39.472 402.204 71.515
0 39.480 132.049 341.117
1 39.482 181.982 418.440
2 39.483 401.467 72.191
0 39.492 131.278 341.753
1 39.493 182.938 418.736
2 39.494 400.729 72.866
0 39.503 130.506 342.389
1 39.504 183.893 419.031
2 39.505 399.992 73.542
0 39.514 129.735 343.026
1 39.515 184.848 419.326
2 39.516 399.255 74.218
0 39.525 128.963 343.662
1 39.526 185.804 419.622
2 39.527 398.518 74.893
0 39.536 128.192 344.298
1 39.537 186.759 419.917
2 39.538 397.780 75.569
0 39.547 127.420 344.934
1 39.548 187.714 420.213
2 39.549 397.043 76.244
0 39.558 126.649 345.570
1 39.560 188.670 420.508
2 39.561 396.306 76.920
0 39.570 125.877 346.207
1 39.571 189.625 420.804
2 39.572 395.568 77.596
0 39.581 125.106 346.843
1 39.582 190.580 421.099
2 39.583 394.831 78.271
0 39.593 124.334 347.479
1 39.594 191.536 421.395
2 39.595 394.094 78.947
0 39.603 123.562 348.115
1 39.604 192.491 421.690
2 39.606 393.357 79.622
0 39.615 122.791 348.751
1 39.616 193.447 421.985
2 39.617 392.619 80.298
0 39.626 122.019 349.387
1 39.628 194.402 422.281
2 39.629 391.882 80.974
0 39.639 121.248 350.024
1 39.640 195.357 422.576
2 39.642 391.145 81.649
0 39.651 120.476 350.660
1 39.652 196.313 422.872
2 39.653 390.408 82.325
0 39.662 119.705 351.296
1 39.663 197.268 423.167
2 39.664 389.670 83.000
0 39.674 118.933 351.932
1 39.675 198.223 423.463
2 39.676 388.933 83.676
0 39.685 118.162 352.568
1 39.687 199.179 423.758
2 39.688 388.196 84.352
0 39.698 117.390 353.205
1 39.699 200.134 424.053
2 39.701 387.459 85.027
0 39.710 116.619 353.841
1 39.712 201.089 424.349
2 39.713 386.721 85.703
0 39.723 115.847 354.477
1 39.724 202.045 424.644
2 39.726 385.984 86.378
0 39.735 115.076 355.113
1 39.737 203.000 424.940
2 39.738 385.247 87.054
0 39.748 114.304 355.749
1 39.749 203.956 425.235
2 39.750 384.509 87.730
0 39.759 113.532 356.385
1 39.761 204.911 425.531
2 39.762 383.772 88.405
0 39.771 112.761 357.022
1 39.773 205.866 425.826
2 39.774 383.035 89.081
0 39.784 111.989 357.658
1 39.786 206.822 426.121
2 39.787 382.298 89.756
0 39.797 111.218 358.294
1 39.798 207.777 426.417
2 39.799 381.560 90.432
0 39.808 110.446 358.930
1 39.810 208.732 426.712
2 39.811 380.823 91.108
0 39.820 109.675 359.566
1 39.822 209.688 427.008
2 39.823 380.086 91.783
0 39.833 108.903 360.203
1 39.834 210.643 427.303
2 39.835 379.349 92.459
0 39.844 108.132 360.839
1 39.846 211.598 427.599
2 39.847 378.611 93.135
0 39.857 107.360 361.475
1 39.858 212.554 427.894
2 39.859 377.874 93.810
0 39.868 106.589 362.111
1 39.869 213.509 428.190
2 39.871 377.137 94.486
0 39.880 105.817 362.747
1 39.881 214.465 428.485
2 39.883 376.400 95.161
0 39.892 105.046 363.383
1 39.894 215.420 428.780
2 39.895 375.662 95.837
0 39.904 104.274 364.020
1 39.906 216.375 429.076
2 39.907 374.925 96.513
0 39.917 103.502 364.656
1 39.918 217.331 429.371
2 39.920 374.188 97.188
0 39.929 102.731 365.292
1 39.930 218.286 429.667
2 39.931 373.450 97.864
0 39.940 101.959 365.928
1 39.942 219.241 429.962
2 39.943 372.713 98.539
0 39.953 101.188 366.564
1 39.954 220.197 430.258
2 39.955 371.976 99.215
0 39.965 100.416 367.201
1 39.966 221.152 430.553
2 39.968 371.239 99.891
0 39.977 99.645 367.837
1 39.979 222.107 430.848
2 39.980 370.501 100.566
0 39.989 98.873 368.473
1 39.991 223.063 431.144
2 39.992 369.764 101.242
0 40.001 98.102 369.109
1 40.003 224.018 431.439
2 40.004 369.027 101.917
0 40.014 97.330 369.745
1 40.016 224.974 431.735
2 40.017 368.290 102.593
0 40.026 96.559 370.381
1 40.027 225.929 432.030
2 40.029 367.552 103.269
0 40.038 95.787 371.018
1 40.040 226.884 432.326
2 40.041 366.815 103.944
0 40.050 95.016 371.654
1 40.052 227.840 432.621
2 40.053 366.078 104.620
0 40.062 94.244 372.290
1 40.064 228.795 432.917
2 40.065 365.341 105.295
0 40.075 93.472 372.926
1 40.076 229.750 433.212
2 40.077 364.603 105.971
0 40.086 92.701 373.562
1 40.088 230.706 433.507
2 40.089 363.866 106.647
0 40.098 91.929 374.199
1 40.100 231.661 433.803
2 40.101 363.129 107.322
0 40.110 91.158 374.835
1 40.112 232.616 434.098
2 40.113 362.392 107.998
0 40.122 90.386 375.471
1 40.124 233.572 434.394
2 40.125 361.654 108.673
0 40.134 89.615 376.107
1 40.135 234.527 434.689
2 40.137 360.917 109.349
0 40.146 88.843 376.743
1 40.147 235.483 434.985
2 40.149 360.180 110.025
0 40.158 88.072 377.379
1 40.159 236.438 435.280
2 40.161 359.442 110.700
0 40.170 87.300 378.016
1 40.172 237.393 435.575
2 40.173 358.705 111.376
0 40.182 86.529 378.652
1 40.207 237.393 435.575
2 40.208 357.968 112.051
0 40.217 85.757 379.288
1 40.219 237.073 434.628
2 40.220 357.231 112.727
0 40.230 84.986 379.924
1 40.231 236.753 433.681
2 40.233 356.493 113.403
0 40.241 84.214 380.560
1 40.243 236.432 432.734
2 40.244 355.756 114.078
0 40.253 83.442 381.197
1 40.254 236.112 431.786
2 40.256 355.019 114.754
0 40.265 82.671 381.833
1 40.266 235.792 430.839
2 40.268 354.282 115.429
0 40.277 81.899 382.469
1 40.279 235.471 429.892
2 40.280 353.544 116.105
0 40.290 81.128 383.105
1 40.291 235.151 428.944
2 40.293 352.807 116.781
0 40.301 80.356 383.741
1 40.303 234.830 427.997
2 40.304 352.070 117.456
0 40.314 79.585 384.377
1 40.315 234.510 427.050
2 40.317 351.333 118.132
0 40.325 78.813 385.014
1 40.327 234.190 426.102
2 40.328 350.595 118.807
0 40.338 78.042 385.650
1 40.339 233.869 425.155
2 40.340 349.858 119.483
0 40.350 77.270 386.286
1 40.352 233.549 424.208
2 40.353 349.121 120.159
0 40.362 76.499 386.922
1 40.363 233.229 423.261
2 40.365 348.383 120.834
0 40.373 75.727 387.558
1 40.375 232.908 422.313
2 40.376 347.646 121.510
0 40.385 74.956 388.195
1 40.387 232.588 421.366
2 40.388 346.909 122.185
0 40.397 74.184 388.831
1 40.399 232.268 420.419
2 40.400 346.172 122.861
0 40.409 73.412 389.467
1 40.411 231.947 419.471
2 40.412 345.434 123.537
0 40.422 72.641 390.103
1 40.424 231.627 418.524
2 40.425 344.697 124.212
0 40.434 71.869 390.739
1 40.435 231.307 417.577
2 40.437 343.960 124.888
0 40.446 71.098 391.375
1 40.447 230.986 416.629
2 40.449 343.223 125.563
0 40.458 70.326 392.012
1 40.460 230.666 415.682
2 40.461 342.485 126.239
0 40.470 69.555 392.648
1 40.472 230.346 414.735
2 40.473 341.748 126.915
0 40.482 68.783 393.284
1 40.484 230.025 413.788
2 40.485 341.011 127.590
0 40.494 68.012 393.920
1 40.496 229.705 412.840
2 40.497 340.274 128.266
0 40.506 67.240 394.556
1 40.507 229.385 411.893
2 40.509 339.536 128.941
0 40.518 66.469 395.193
1 40.520 229.064 410.946
2 40.521 338.799 129.617
0 40.530 65.697 395.829
1 40.532 228.744 409.998
2 40.533 338.062 130.293
0 40.542 64.925 396.465
1 40.544 228.424 409.051
2 40.545 337.324 130.968
0 40.555 64.154 397.101
1 40.556 228.103 408.104
2 40.558 336.587 131.644
0 40.567 63.382 397.737
1 40.568 227.783 407.156
2 40.570 335.850 132.319
0 40.579 62.611 398.373
1 40.581 227.462 406.209
2 40.582 335.113 132.995
0 40.591 61.839 399.010
1 40.593 227.142 405.262
2 40.594 334.375 133.671
0 40.604 61.068 399.646
1 40.605 226.822 404.315
2 40.606 333.638 134.346
0 40.616 60.296 400.282
1 40.617 226.501 403.367
2 40.619 332.901 135.022
0 40.627 59.525 400.918
1 40.629 226.181 402.420
2 40.631 332.164 135.697
0 40.640 58.753 401.554
1 40.641 225.861 401.473
2 40.643 331.426 136.373
0 40.652 57.982 402.191
1 40.653 225.540 400.525
2 40.655 330.689 137.049
0 40.664 57.210 402.827
1 40.666 225.220 399.578
2 40.667 329.952 137.724
0 40.676 56.439 403.463
1 40.677 224.900 398.631
2 40.679 329.215 138.400
0 40.688 55.667 404.099
1 40.690 224.579 397.683
2 40.691 328.477 139.075
0 40.700 54.895 404.735
1 40.701 224.259 396.736
2 40.703 327.740 139.751
0 40.712 54.124 405.371
1 40.714 223.939 395.789
2 40.715 327.003 140.427
0 40.724 53.352 406.008
1 40.726 223.618 394.842
2 40.727 326.265 141.102
0 40.736 52.581 406.644
1 40.737 223.298 393.894
2 40.739 325.528 141.778
0 40.748 51.809 407.280
1 40.749 222.978 392.947
2 40.751 324.791 142.453
0 40.760 51.038 407.916
1 40.762 222.657 392.000
2 40.764 324.054 143.129
0 40.772 50.266 408.552
1 40.774 222.337 391.052
2 40.775 323.316 143.805
0 40.784 49.495 409.189
1 40.786 222.017 390.105
2 40.787 322.579 144.480
0 40.797 48.723 409.825
1 40.798 221.696 389.158
2 40.800 321.842 145.156
0 40.808 47.952 410.461
1 40.809 221.376 388.210
2 40.811 321.105 145.831
0 40.820 47.180 411.097
1 40.822 221.055 387.263
2 40.823 320.367 146.507
0 40.831 46.409 411.733
1 40.833 220.735 386.316
2 40.834 319.630 147.183
0 40.844 45.637 412.369
1 40.845 220.415 385.369
2 40.847 318.893 147.858
0 40.856 44.865 413.006
1 40.857 220.094 384.421
2 40.859 318.156 148.534
0 40.867 44.094 413.642
1 40.869 219.774 383.474
2 40.870 317.418 149.210
0 40.880 43.322 414.278
1 40.882 219.454 382.527
2 40.883 316.681 149.885
0 40.892 42.551 414.914
1 40.893 219.133 381.579
2 40.895 315.944 150.561
0 40.904 41.779 415.550
1 40.905 218.813 380.632
2 40.906 315.206 151.236
0 40.916 41.008 416.187
1 40.917 218.493 379.685
2 40.919 314.469 151.912
0 40.927 40.236 416.823
1 40.929 218.172 378.737
2 40.930 313.732 152.588
0 40.939 39.465 417.459
1 40.940 217.852 377.790
2 40.941 312.995 153.263
0 40.950 38.693 418.095
1 40.951 217.532 376.843
2 40.952 312.257 153.939
0 40.961 37.922 418.731
1 40.962 217.211 375.896
2 40.963 311.520 154.614
0 40.972 37.150 419.367
1 40.973 216.891 374.948
2 40.974 310.783 155.290
0 40.983 36.379 420.004
1 40.984 216.571 374.001
2 40.985 310.046 155.966
0 40.993 35.607 420.640
1 40.994 216.250 373.054
2 40.995 309.308 156.641
0 41.003 34.835 421.276
1 41.004 215.930 372.106
2 41.005 308.571 157.317
0 41.014 34.064 421.912
1 41.015 215.610 371.159
2 41.016 307.834 157.992
0 41.025 33.292 422.548
1 41.026 215.289 370.212
2 41.027 307.097 158.668
0 41.035 32.521 423.185
1 41.037 214.969 369.264
2 41.038 306.359 159.344
0 41.046 31.749 423.821
1 41.047 214.649 368.317
2 41.048 305.622 160.019
0 41.057 30.978 424.457
1 41.058 214.328 367.370
2 41.059 304.885 160.695
0 41.068 30.206 425.093
1 41.069 214.008 366.423
2 41.070 304.147 161.370
0 41.079 29.435 425.729
1 41.080 213.687 365.475
2 41.081 303.410 162.046
0 41.090 28.663 426.365
1 41.091 213.367 364.528
2 41.092 302.673 162.722
0 41.101 27.892 427.002
1 41.102 213.047 363.581
2 41.103 301.936 163.397
0 41.112 27.120 427.638
1 41.113 212.726 362.633
2 41.114 301.198 164.073
0 41.122 26.349 428.274
1 41.123 212.406 361.686
2 41.124 300.461 164.748
0 41.133 25.577 428.910
1 41.134 212.086 360.739
2 41.135 299.724 165.424
0 41.144 24.805 429.546
1 41.145 211.765 359.791
2 41.146 298.987 166.100
0 41.154 24.034 430.183
1 41.156 211.445 358.844
2 41.158 298.249 166.775
0 41.166 23.262 430.819
1 41.167 211.125 357.897
2 41.168 297.512 167.451
0 41.178 22.491 431.455
1 41.179 210.804 356.950
2 41.180 296.775 168.126
0 41.189 21.719 432.091
1 41.190 210.484 356.002
2 41.191 296.038 168.802
0 41.199 20.948 432.727
1 41.200 210.164 355.055
2 41.202 295.300 169.478
0 41.211 20.176 433.363
1 41.212 209.843 354.108
2 41.213 294.563 170.153
0 41.221 19.405 434.000
1 41.222 209.523 353.160
2 41.223 293.826 170.829
0 41.232 18.633 434.636
1 41.233 209.203 352.213
2 41.234 293.088 171.504
0 41.243 17.862 435.272
1 41.244 208.882 351.266
2 41.245 292.351 172.180
0 41.254 17.090 435.908
1 41.256 208.562 350.318
2 41.257 291.614 172.856
0 41.266 16.319 436.544
1 41.267 208.242 349.371
2 41.267 290.877 173.531
0 41.276 15.547 437.181
1 41.277 207.921 348.424
2 41.278 290.139 174.207
0 41.286 14.775 437.817
1 41.287 207.601 347.477
2 41.288 289.402 174.882
0 41.297 14.004 438.453
1 41.299 207.281 346.529
2 41.315 289.402 174.882
0 41.323 13.232 439.089
1 41.324 206.960 345.582
2 41.325 290.003 175.682
0 41.334 12.461 439.725
1 41.335 206.640 344.635
2 41.337 290.604 176.481
0 41.346 11.689 440.361
1 41.347 206.319 343.687
2 41.348 291.205 177.280
0 41.357 10.918 440.998
1 41.358 205.999 342.740
2 41.359 291.806 178.080
0 41.368 10.146 441.634
1 41.369 205.679 341.793
2 41.371 292.407 178.879
0 41.379 9.375 442.270
1 41.380 205.358 340.845
2 41.381 293.008 179.678
0 41.390 8.603 442.906
1 41.391 205.038 339.898
2 41.392 293.609 180.477
0 41.400 7.832 443.542
1 41.402 204.718 338.951
2 41.403 294.210 181.277
0 41.412 7.060 444.179
1 41.413 204.397 338.004
2 41.414 294.811 182.076
0 41.423 6.289 444.815
1 41.424 204.077 337.056
2 41.425 295.412 182.875
0 41.433 5.517 445.451
1 41.435 203.757 336.109
2 41.436 296.013 183.675
0 41.445 4.745 446.087
1 41.446 203.436 335.162
2 41.447 296.613 184.474
0 41.456 3.974 446.723
1 41.458 203.116 334.214
2 41.459 297.214 185.273
0 41.468 3.202 447.359
1 41.470 202.796 333.267
2 41.471 297.815 186.072
0 41.506 3.202 447.359
1 41.507 202.475 332.320
2 41.508 298.416 186.872
0 41.517 3.612 446.447
1 41.518 202.155 331.372
2 41.520 299.017 187.671
0 41.529 4.021 445.535
1 41.531 201.835 330.425
2 41.532 299.618 188.470
0 41.541 4.430 444.622
1 41.543 201.514 329.478
2 41.544 300.219 189.270
0 41.553 4.839 443.710
1 41.570 201.514 329.478
2 41.571 300.820 190.069
0 41.580 5.248 442.797
1 41.582 200.626 329.937
2 41.583 301.421 190.868
0 41.592 5.658 441.885
1 41.593 199.738 330.397
2 41.595 302.022 191.668
0 41.603 6.067 440.972
1 41.604 198.850 330.857
2 41.605 302.623 192.467
0 41.615 6.476 440.060
1 41.616 197.962 331.316
2 41.618 303.224 193.266
0 41.627 6.885 439.148
1 41.628 197.074 331.776
2 41.630 303.825 194.065
0 41.639 7.295 438.235
1 41.640 196.186 332.236
2 41.642 304.426 194.865
0 41.651 7.704 437.323
1 41.652 195.298 332.695
2 41.654 305.027 195.664
0 41.663 8.113 436.410
1 41.664 194.410 333.155
2 41.666 305.628 196.463
0 41.675 8.522 435.498
1 41.677 193.521 333.615
2 41.678 306.229 197.263
0 41.688 8.931 434.585
1 41.689 192.633 334.074
2 41.691 306.830 198.062
0 41.699 9.341 433.673
1 41.701 191.745 334.534
2 41.702 307.430 198.861
0 41.711 9.750 432.760
1 41.713 190.857 334.994
2 41.714 308.031 199.660
0 41.723 10.159 431.848
1 41.724 189.969 335.453
2 41.726 308.632 200.460
0 41.735 10.568 430.936
1 41.736 189.081 335.913
2 41.738 309.233 201.259
0 41.747 10.977 430.023
1 41.749 188.193 336.373
2 41.750 309.834 202.058
0 41.759 11.387 429.111
1 41.760 187.305 336.832
2 41.762 310.435 202.858
0 41.770 11.796 428.198
1 41.772 186.417 337.292
2 41.774 311.036 203.657
0 41.783 12.205 427.286
1 41.784 185.529 337.752
2 41.785 311.637 204.456
0 41.794 12.614 426.373
1 41.796 184.640 338.211
2 41.797 312.238 205.255
0 41.807 13.024 425.461
1 41.809 183.752 338.671
2 41.810 312.839 206.055
0 41.819 13.433 424.548
1 41.820 182.864 339.131
2 41.822 313.440 206.854
0 41.831 13.842 423.636
1 41.832 181.976 339.590
2 41.833 314.041 207.653
0 41.842 14.251 422.724
1 41.843 181.088 340.050
2 41.844 314.642 208.453
0 41.853 14.660 421.811
1 41.854 180.200 340.510
2 41.855 315.243 209.252
0 41.864 15.070 420.899
1 41.865 179.312 340.969
2 41.866 315.844 210.051
0 41.875 15.479 419.986
1 41.876 178.424 341.429
2 41.877 316.445 210.851
0 41.885 15.888 419.074
1 41.886 177.536 341.889
2 41.887 317.046 211.650
0 41.896 16.297 418.161
1 41.897 176.648 342.348
2 41.898 317.647 212.449
0 41.907 16.706 417.249
1 41.908 175.760 342.808
2 41.909 318.247 213.248
0 41.918 17.116 416.337
1 41.919 174.871 343.268
2 41.920 318.848 214.048
0 41.929 17.525 415.424
1 41.930 173.983 343.727
2 41.931 319.449 214.847
0 41.940 17.934 414.512
1 41.941 173.095 344.187
2 41.942 320.050 215.646
0 41.951 18.343 413.599
1 41.953 172.207 344.647
2 41.954 320.651 216.446
0 41.963 18.753 412.687
1 41.964 171.319 345.106
2 41.965 321.252 217.245
0 41.974 19.162 411.774
1 41.975 170.431 345.566
2 41.976 321.853 218.044
0 41.986 19.571 410.862
1 41.987 169.543 346.026
2 41.988 322.454 218.843
0 41.996 19.980 409.949
1 41.998 168.655 346.485
2 41.999 323.055 219.643
0 42.007 20.389 409.037
1 42.008 167.767 346.945
2 42.009 323.656 220.442
0 42.017 20.799 408.125
1 42.018 166.879 347.405
2 42.019 324.257 221.241
0 42.028 21.208 407.212
1 42.029 165.990 347.864
2 42.030 324.858 222.041
0 42.039 21.617 406.300
1 42.040 165.102 348.324
2 42.042 325.459 222.840
0 42.051 22.026 405.387
1 42.052 164.214 348.784
2 42.053 326.060 223.639
0 42.063 22.435 404.475
1 42.064 163.326 349.243
2 42.064 326.661 224.438
0 42.073 22.845 403.562
1 42.074 162.438 349.703
2 42.075 327.262 225.238
0 42.084 23.254 402.650
1 42.103 162.438 349.703
2 42.104 327.863 226.037
0 42.112 23.663 401.738
1 42.114 161.669 350.342
2 42.115 328.464 226.836
0 42.124 24.072 400.825
1 42.125 160.901 350.982
2 42.126 329.064 227.636
0 42.135 24.482 399.913
1 42.136 160.132 351.621
2 42.137 329.665 228.435
0 42.147 24.891 399.000
1 42.147 159.363 352.261
2 42.148 330.266 229.234
0 42.157 25.300 398.088
1 42.158 158.594 352.901
2 42.159 330.867 230.033
